28	27
27	22
27	24
10	1
56	1
30	1
73	1
83	1
74	1
70	1
84	1
16	1
51	1
71	1
31	30
39	30
35	31
231	31
39	31
40	39
39	30
56	10
31	10
65	10
81	10
76	10
59	10
86	10
75	10
50	10
71	10
276	76
259	59
63	50
61	50
60	50
77	50
58	50
57	50
55	50
87	77
271	71
55	51
57	51
58	51
251	51
258	58
83	70
78	74
77	100
71	100
84	100
70	100
74	100
